name,website,short_description,linkedin,categories,num_employees_enum,locations,founded_on,operating_status,founders
uLumos,https://ulumos.com/,uLumos is the only Marketing Automation Solution to run business.,https://www.linkedin.com/company/ulumos,"Computer, Software",c_00001_00010,"Greater Denver Area, Western US",1/1/2017,active,
uMETHOD Health,https://umethod.com,uMETHOD has developed a precision-medicine engine for chronic diseases that provides patients with customized care.,https://www.linkedin.com/company/umethod,"Health Care, Medical",c_00011_00050,"Research Triangle, East Coast, Southern US",1/1/2013,active,Vik Chandra
uMake,http://www.umake.xyz,uMake offers an application that enables iPad users to create designs in 3D form.,https://www.linkedin.com/company/3967632,"3D Technology, iOS, Mobile Apps, Software, Video, Virtual Reality",c_00001_00010,"San Francisco Bay Area, West Coast, Western US",4/1/2014,active,"Erik Sapir, Evi Meyer"
uMake,https://www.umake.com,"uMake is a design software for 3D design, product design, and CAD modeling.",https://www.linkedin.com/company/umake,"3D Technology, Graphic Design, Information Technology, Interior Design, Marketing, Mobile Apps, Product Design, Social Media, Software, UX Design",c_00001_00010,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",1/1/2014,active,
uMentioned,http://www.umentioned.com/,uMentioned is a college-based location app that allows its users to get connected with the online campus community.,http://www.linkedin.com/company/umentioned,"Location Based Services, Mobile Apps, Universities",c_00011_00050,Great Lakes,11/18/2012,active,"Ade Labinjo, Alice Li, Christopher Travers, Henry Shi"
uMobi Solutions Corporation,http://www.umobisolutions.com,"uMobi Solutions Corporation is a technology management solutions firm headquartered in Princeton, New Jersey.",https://www.linkedin.com/company/natteron/,Software,,"East Coast, Northeastern US",1/1/2017,active,
uMore,https://umore.app/,"uMore is an AI-powered mental health tracker that helps users identify patterns, build positive habits, and share progress.",https://www.linkedin.com/company/umoreapp/,"Artificial Intelligence (AI), Health Care, Mental Health, Mobile, Wellness",c_00011_00050,"Greater Miami Area, East Coast, Southern US",1/1/2020,active,"Alejandro Serrano Saunders, Carl Yates, Joel Stephano, Maria de Freitas"
uMortgage Solutions,https://umortgagesolutions.com,uMortgage Solutions provides mortgage lending and home loan assistance services.,https://www.linkedin.com/company/umortgage-solutions/about/,"Advice, Financial Services, Lending",c_00001_00010,"East Coast, Southern US",,active,
uNAvo,http://unavo.com/,uNAvo is to provide the telecom industry with software that allows communication companies the ability to lower their cost & work.,https://www.linkedin.com/company/unavo-inc./,"Consulting, Marketing, Sales, Software, Telecommunications, Web Design",c_00011_00050,"East Coast, Southern US",,active,
uPage,https://www.upage.pk,"uPage is a free-to-use website creation platform targeting people in developing economies such as India, Pakistan, Bangladesh etc.",https://www.linkedin.com/company/upage/,"Internet, Web Development",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",1/1/2018,active,
uParts,http://www.uparts.com,"uParts is an online platform helping repair professionals, insurance carriers, and part suppliers conduct transactions over the internet.",https://www.linkedin.com/company/uparts-inc-/,"Information Services, Information Technology",c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",1/1/2011,active,Alexander Adegan
uPerform,http://www.uperform.com,A just-in-time learning and support platform delivering learning opportunities within the flow of work for business and healthcare software.,https://www.linkedin.com/company/uperform-training-and-support/,"Corporate Training, E-Learning, Enterprise Resource Planning (ERP), Software, Training",c_00051_00100,"Greater Baltimore-Maryland Area, East Coast, Southern US",1/1/2010,active,
uPet,https://upet.co,"uPet is an online platform that provides pet innovation, online shopping, and pet accessories.",https://www.linkedin.com/company/upet-co,"E-Commerce, Pet, Shopping",c_00001_00010,"West Coast, Western US",1/1/2012,active,
uPnP Forum,http://upnp.org/,UPnP Forum is an industry initiative of members working to enable easier device-to-device interoperability and better home networking.,https://www.linkedin.com/company/upnp-forum,"Compliance, Consumer Electronics, Smart Home",c_05001_10000,"West Coast, Western US",1/1/1999,active,
uPort,https://www.uport.me/,uPort is a self-sovereign identity and user-centric data platform.,https://www.linkedin.com/company/uport/about/,"Blockchain, Ethereum, FinTech",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",1/1/2016,active,Pelle Braendgaard
uPundit,https://www.upundit.com,Utilizing social networks and artificial intelligence technology uPundit provide students a platform to find the study resources.,https://www.linkedin.com/company/upundit.com,"Artificial Intelligence (AI), Education, Service Industry",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",1/1/2015,active,
uQQn,http://www.uQQn.com,Small Business Network,,"Finance, GreenTech, Internet, Non Profit, Small and Medium Businesses, Web Development",c_00001_00010,"Greater Philadelphia Area, Great Lakes, Northeastern US",1/1/2003,active,
uQontrol,http://qkey.com,"uQontrol is a technology start-up focused on creating more secure, intuitive and seamless online experiences.",https://www.linkedin.com/company/uqontrol-inc-,"Consumer Electronics, Cyber Security, E-Commerce, Hardware, Internet of Things, Payments, Software",c_00011_00050,Western US,1/1/2014,active,Christopher Maus
uQuest,https://www.uquest.com,"Don't work, play.",https://www.linkedin.com/company/uquest-llc,"Advertising, Freelance",c_00011_00050,"East Coast, New England, Northeastern US",10/30/2017,active,David Wigemark
uQuote,https://uQuote3PL.com,uQuote helps brands optimize and manage their supply chain network.,https://www.linkedin.com/company/uquote-3pl,"E-Commerce, Logistics, Marketplace",c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",1/1/2023,active,Josh Rothstein
uRoomates.com,http://uroommates.com,College Roommate Matching Service,,"Apps, Market Research, Private Social Networking, Social Media, Universities",c_00001_00010,"San Francisco Bay Area, West Coast, Western US",7/11/2011,active,"Stacy Phillippe, Trent Mervine"
uSERP,https://userp.io,High-authority link building and SEO for SaaS,https://www.linkedin.com/company/userp,"Advertising, Marketing, SEO",c_00011_00050,"Greater Denver Area, Western US",5/1/2019,active,"Brad Smith, Jeremy Moser"
uSTADIUM,http://ustadium.com,uSTADIUM is a rewards platform where sports fans create content and make predictions for points.,https://www.linkedin.com/company/ustadium/,"Apps, Social, Social Media, Sports",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",9/14/2015,active,"Frankie Vittorini, Nick Spano, Sonny Trujillo"
uSave LED,https://www.usaveled.com,uSave LED is a manufacturer of commercial LED lighting products.,https://www.linkedin.com/company/usave-led,"Commercial, Lighting, Manufacturing",c_00011_00050,"Greater Miami Area, East Coast, Southern US",1/1/2012,active,
uSell,http://www.usell.com,uSell is a marketplace for used electronics that connects device sellers with buyers.,https://www.linkedin.com/company/usell.com/,"Consumer Electronics, E-Commerce, Marketplace, Mobile, Retail, Software",c_00051_00100,"Greater New York Area, East Coast, Northeastern US",11/18/2003,active,"Christian Croft, Daniel Brauser, Douglas Feirstein, Nik Raman"
uSens,https://en.usens.com,uSens develops inside-out hand and position tracking technology for augmented and virtual reality,https://www.linkedin.com/company/usens-inc-,"3D Technology, Artificial Intelligence (AI), Augmented Reality, Computer Vision, Human Computer Interaction, Machine Learning, Robotics, Software, Virtual Reality",c_00051_00100,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",1/1/2013,active,"Anli He, Chris Shi, Yue Fei"
uShip,http://www.uship.com,"uShip is online transport marketplace primarily serving the freight, household goods, and vehicle shipping markets.",https://www.linkedin.com/company/uship,"Freight Service, Marketplace, Shipping",c_00101_00250,Southern US,6/1/2003,active,"Jay Manickam, Matt Chasen, Mickey Millsap"
uShow,http://www.ushow.com,uShow is a video recording application for iPhones.,https://www.linkedin.com/company/ushow,"Search Engine, Software, Video",c_00001_00010,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",,active,
uShowcase.me,http://ushowcase.me,"Pioneering the future of career development, enablement, and research.",,"Artificial Intelligence (AI), Big Data, Internet",,"Greater Philadelphia Area, Great Lakes, Northeastern US",,active,T. Brad Kielinski
uSoftware,https://usoftware.co/,uSoftware is a software development partner that helps companies with the technology solution through outsourcing.,https://www.linkedin.com/company/united-software,"Outsourcing, Software, Software Engineering, Web Development",c_00251_00500,"Greater Philadelphia Area, East Coast, Southern US",9/19/2016,active,Oleksandr Chornyy
uStudio,https://ustudio.com,"uStudio is a cloud-based video platform that allows its users to integrate, manage, and deliver videos.",http://www.linkedin.com/company/ustudio,"Cloud Computing, Enterprise Software, PaaS, SaaS, Software, Video, Video on Demand, Video Streaming",c_00011_00050,Southern US,1/1/2010,active,"Alexander Mitchell, Jennifer Grogono, Josh Marshall"
uStudios,http://upublicstudios.com/,"uStudios is an advertising company that provides film production, editorial, and commercial and support services.",,"Advertising, Audio, Film Production, Media and Entertainment, Video Editing",c_00011_00050,Western US,,active,
uSys Integral,http://usysinc.com,μSys Integral provides technical advisory and consulting services within the fields of advanced electronics and power control systems.,,"Consulting, Electronics, Mechanical Engineering",,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",1/1/1998,active,
uTaP,http://utapthat.com,uTap is a location-based social networking application that allows college students to message with each other.,,"Messaging, Social, Telecommunications",c_00001_00010,"Great Lakes, Midwestern US",1/1/2010,active,Karl Meves
uTapp,http://utappapp.com/,Group planning without group messaging.,https://www.linkedin.com/company/10560238,"Apps, Internet, Messaging, Mobile",c_00001_00010,"San Francisco Bay Area, West Coast, Western US",1/1/2015,active,"Oritsetimeyin Moju, Runar Guðbjartsson II"
uTax Software,https://utaxsoftware.com,"uTax Software provides tax software solutions & support, mobile app to tax professionals, and resellers.",https://www.linkedin.com/company/utax-software-llc,"Information Services, Information Technology, Marketing, Mobile Apps, Software",c_00011_00050,Southern US,1/1/2012,active,
uTaxes,https://www.utaxes.com,"uTaxes is a tax preparation, tax reviewing, and tax compliance company that offers services to startups and established companies.",https://www.linkedin.com/company/utaxes,"Accounting, Finance, Financial Services, Retail, Small and Medium Businesses",c_00011_00050,"East Coast, Northeastern US",1/1/1974,active,
uTest,https://www.utest.com,uTest connects community of digital freelance software testers.,https://www.linkedin.com/company/utest,"Freelance, Mobile Apps, Software",c_00501_01000,"Greater Boston Area, East Coast, New England, Northeastern US",1/1/2007,active,
uThanku,http://uthanku.com,Experience something positive each day,,"Android, Apps, Gift Card, iOS, Messaging, Mobile, Psychology, Social Media, Software",c_00001_00010,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",1/1/2012,active,Aparna Ramanathan
uTopology,http://www.utopology.com/,"We specialize in enhancing success. We create transformation by advising in all things people, process, and culture.",https://www.linkedin.com/company/utopology,,,"Greater Phoenix Area, Western US",,active,
uTouchPOS,https://utouchpos.com/,"uTouchPOS Provides POS solutions for retail, restaurants & micro-merchants integrating software, hardware and merchant services.",https://www.linkedin.com/company/utouchpos/,"Computer, Software",c_00011_00050,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",,active,
